Department,Category,Subcategory,Brand,ALTERNATIVE SWEETENER TYPE,BRAND POSITION,CERTIFIED HOWGOOD RATING,CERTIFIED NON-GMO PROJECT VERIFIED,COMPANY,EQ UNIT SIZE,FAIR TRADE,FLAVOR,FUNCTIONAL INGREDIENT,GRAB N GO,LABELED GLUTEN FREE,LABELED NON-GMO,LABELED ORGANIC,LABELED VEGAN,PACK COUNT,PACKAGING TYPE - PRIMARY,POSITIONING GROUP,PRE AND PROBIOTICS,PRODUCT TYPE,RAW,SIZE,STORAGE,Dollars,Units,Avg % ACV,Max % ACV,TDP,ARP,% of Stores Selling,Average Weekly Dollars Per Store Selling Per Item,Average Weekly Units Per Store Selling Per Item
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,REBBL,STEVIA,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,REBBL INC,12,FAIR-TRADE CLAIM,MOCHA/COFFEE/CAPPUCINO/JAVA,MACA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,12,REFRIGERATED,1437335.43,404010.26,84.77923077,92.27,92.27,3.557670615,87.24,22.81060923,6.411669798
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,UNCLE MATTS,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,DEAN FOODS,59,NOT FAIR-TRADE,ORANGE,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 100%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,59,REFRIGERATED,1408388.95,206098.57,38.49923077,92.71,92.71,6.833569733,89.06,22.32376779,3.266779833
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,MILLENNIUM PRODUCTS,48,NOT FAIR-TRADE,FRUIT - OTHER,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,48,REFRIGERATED,1393378.47,178209.91,49.26153846,57.92,57.92,7.81874852,46.76,41.25617911,5.276570669
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,HEALTH ADE,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,CERTIFIED NON-GMO PROJECT VERIFIED,HEALTH-ADE LLC,16,NOT FAIR-TRADE,OTHER,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,1390304.97,442040.48,72.76692308,79.01,79.01,3.145198309,72.2,26.66043851,8.476552475
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,SIMPLY,UNKNOWN,CONVENTIONAL,NOT CERTIFIED,CERTIFIED NON-GMO PROJECT VERIFIED,THE COCA-COLA CO,52,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,UNKNOWN,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,CONVENTIONAL POSITIONING GROUP,UNKNOWN,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,52,REFRIGERATED,1372830.29,334155.9,55.62461538,57.68,57.68,4.108352688,42.9,44.30512552,10.78415825
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - NOT RATED,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,LEMONADE - REGULAR,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,1370012.79,468300.3,79.42615385,83.7,83.7,2.92550056,77.37,24.51582064,8.380043051
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,REBBL,STEVIA & OTHER  ALTERNATIVE SWEETENER - BLEND,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,REBBL INC,12,FAIR-TRADE CLAIM,CHOCOLATE,PROTEIN - PLANT - MULTI,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF PROTEIN JUICE & BEV,NOT RAW POSITIONED,12,REFRIGERATED,1322203.38,301596,66.37,78.65,78.65,4.384021605,72.48,25.2565769,5.761052106
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,REBBL,STEVIA,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,REBBL INC,12,FAIR-TRADE CLAIM,PLAIN/UNFLAVORED,MACA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,12,REFRIGERATED,1266617.29,354592.64,78.10846154,85.26,85.26,3.572034913,79.52,22.0527854,6.173731763
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,KEVITA,STEVIA,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GOOD,CERTIFIED NON-GMO PROJECT VERIFIED,PEPSICO INC,15.2,NOT FAIR-TRADE,GINGER,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,RF CIDER VINEGAR DRINK,RAW POSITIONED,15.2,REFRIGERATED,1244067.82,444770.43,81.62538462,87.27,87.27,2.797101012,83.22,20.69715993,7.39950393
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,OTHER,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,1219147.26,410149.15,78.81615385,83.66,83.66,2.972448584,77.24,21.85286146,7.351804697
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,BERRY,CHIA SEED OR OIL,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,1148529.59,377764.47,45.34769231,51.21,51.21,3.040332485,53.23,29.87308902,9.825599391
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,OTHER,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,1139436.41,388970.86,42.50923077,45.28,45.28,2.929361881,53.2,29.65328907,10.1227811
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,OTHER,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,1129680.86,388304.35,75.56538462,81.99,81.99,2.909266559,78.03,20.04419293,6.88977532
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,UNCLE MATTS,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,DEAN FOODS,59,NOT FAIR-TRADE,ORANGE,SUBCATEGORY NOT CODED,NOT GRAB N GO,LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,59,REFRIGERATED,1119743.09,164886.94,37.84307692,91.37,91.37,6.790975016,86.24,18.69551328,2.752993972
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,HEALTH ADE,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,CERTIFIED NON-GMO PROJECT VERIFIED,HEALTH-ADE LLC,16,NOT FAIR-TRADE,BERRY,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,1104526.43,346812.29,59.5,70.83,70.83,3.184796104,62.87,24.32355575,7.637398111
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,HIBISCUS,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,1087690.71,371029.1,42.12846154,46.02,46.02,2.931550948,51.92,29.00448416,9.893904173
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,KEVITA,STEVIA,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - NOT RATED,CERTIFIED NON-GMO PROJECT VERIFIED,PEPSICO INC,15.2,NOT FAIR-TRADE,MANGO,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PREBIOTIC & PROBIOTIC,RF CULTURED / FERMENTED BEV - OTHER,RAW POSITIONED,15.2,REFRIGERATED,1053576.44,383491.66,71.52384615,76.56,76.56,2.747325561,69.12,21.10360899,7.681510079
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,EVOLUTION,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - NOT RATED,CERTIFIED NON-GMO PROJECT VERIFIED,STARBUCKS CORP,15.2,NOT FAIR-TRADE,FRUIT - MIXED,SUBCATEGORY NOT CODED,GRAB N GO JUICE,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE (NON-ORANGE),NOT RAW POSITIONED,15.2,REFRIGERATED,1049543.91,260839.49,68.50153846,74.22,74.22,4.023715542,62.22,23.35420117,5.804138221
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,LIVE SODA,STEVIA,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - NOT RATED,CERTIFIED NON-GMO PROJECT VERIFIED,GREAT POINT BRANDS,12,FAIR-TRADE CLAIM,ROOT BEER,KOMBUCHA,GRAB N GO FUNCTIONAL,UNKNOWN,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,12,REFRIGERATED,1032429.74,464261.15,63.12461538,69.84,69.84,2.223812481,64.7,22.09279365,9.934647744
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,KEVITA,STEVIA,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - NOT RATED,CERTIFIED NON-GMO PROJECT VERIFIED,PEPSICO INC,15.2,NOT FAIR-TRADE,BERRY,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PREBIOTIC & PROBIOTIC,RF CULTURED / FERMENTED BEV - OTHER,RAW POSITIONED,15.2,REFRIGERATED,1021982.65,371630.54,75.18923077,80.01,80.01,2.749996408,74.14,19.08470063,6.939900204
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,FARMHOUSE CULTURE GUT SHOT,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - BEST,CERTIFIED NON-GMO PROJECT VERIFIED,FARMHOUSE CULTURE,16,NOT FAIR-TRADE,GINGER,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,RF CULTURED / FERMENTED BEV - OTHER,RAW POSITIONED,16,REFRIGERATED,978704.61,177093.37,63.87230769,77.83,77.83,5.526489275,72.38,18.720932,3.387490877
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,SIMPLY,UNKNOWN,CONVENTIONAL,CERTIFIED HOWGOOD RATING - NOT RATED,CERTIFIED NON-GMO PROJECT VERIFIED,THE COCA-COLA CO,52,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,UNKNOWN,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,UNKNOWN,CONVENTIONAL POSITIONING GROUP,UNKNOWN,RF LEMONADE / LIMEADE,UNKNOWN,52,REFRIGERATED,972377.53,339595.31,51.11846154,53.2,53.2,2.863342047,38.88,34.62605933,12.09288264
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,UNCLE MATTS,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,DEAN FOODS,52,NOT FAIR-TRADE,PLAIN/UNFLAVORED,SUBCATEGORY NOT CODED,NOT GRAB N GO,LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,52,REFRIGERATED,971971.22,145877.45,62.73375,76.73,76.73,6.662929877,66.53,32.86878557,4.93308292
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,GINGER,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,957314.31,281343.29,45.81076923,56.29,56.29,3.40265556,43.19,30.68780016,9.018779486
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,PRIVATE LABEL,PRIVATE LABEL NOT CODED,CONVENTIONAL,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,COMPANY UNKNOWN,59,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,PRIVATE LABEL NOT CODED,1,PRIVATE LABEL NOT CODED,CONVENTIONAL POSITIONING GROUP,PRIVATE LABEL NOT CODED,PVL RF JUICE ORANGE,PRIVATE LABEL NOT CODED,59,PRIVATE LABEL NOT CODED,952584.43,295228.81,34.97461538,36.24,36.24,3.226597126,24.03,54.88379311,17.0098066
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,SIMPLY,UNKNOWN,CONVENTIONAL,CERTIFIED HOWGOOD RATING - NOT RATED,CERTIFIED NON-GMO PROJECT VERIFIED,THE COCA-COLA CO,52,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,UNKNOWN,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,CONVENTIONAL POSITIONING GROUP,UNKNOWN,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,52,REFRIGERATED,947999.21,232542.19,47.64692308,50.38,50.38,4.076676194,35.48,36.99293377,9.074287976
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,ROOT BEER,PROBIOTIC SUPPLEMENT,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,NOT LABELED NON-GMO,LABELED ORGANIC 70-94%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,RF CIDER VINEGAR DRINK,RAW POSITIONED,16,REFRIGERATED,921324.09,292881.85,61.92461538,73.81,73.81,3.145719306,66.14,19.28602152,6.130878072
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - NOT RATED,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,GRAPE,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,910745.92,263602,45.08153846,55.61,55.61,3.455003832,42.1,29.95087738,8.668840569
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,REBBL,STEVIA,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,REBBL INC,12,NOT FAIR-TRADE,OTHER,MATCHA,GRAB N GO FUNCTIONAL,NOT LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF FUNCTIONAL JUICE & BEV,NOT RAW POSITIONED,12,REFRIGERATED,893402.95,254372.24,75.37153846,84.3,84.3,3.512187297,76.4,16.1900591,4.609679876
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,FRUIT - MIXED,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,819020.98,241397.54,46.14615385,56.83,56.83,3.392830681,43.28,26.20005393,7.722181387
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,BREW DR KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,SPECIALTY NATURAL,CERTIFIED HOWGOOD RATING - GREAT,NOT CERTIFIED,TOWNSHENDS TEA CO,14,NOT FAIR-TRADE,MINT,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,NOT LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,14,REFRIGERATED,817802.38,272430.16,40.43769231,49.75,49.75,3.001879014,52.79,21.44821324,7.144929273
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF KOMBUCHA & FERMENTED BEVERAGES,GT KOMBUCHA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,NOT CERTIFIED,NOT CERTIFIED,MILLENNIUM PRODUCTS,16,NOT FAIR-TRADE,APPLE,KOMBUCHA,GRAB N GO FUNCTIONAL,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,LABELED VEGAN,1,GLASS,NATURAL POSITIONING GROUP,PROBIOTIC,KOMBUCHA,RAW POSITIONED,16,REFRIGERATED,802834.95,269202.23,32.42846154,75.77,75.77,2.982274515,68.54,16.21722645,5.437871787
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE ORANGE,SIMPLY,UNKNOWN,CONVENTIONAL,CERTIFIED HOWGOOD RATING - NOT RATED,CERTIFIED NON-GMO PROJECT VERIFIED,THE COCA-COLA CO,52,FAIR-TRADE UNKNOWN,UNKNOWN,SUBCATEGORY NOT CODED,NOT GRAB N GO,NOT LABELED GLUTEN FREE,UNKNOWN,NOT LABELED ORGANIC,NOT LABELED VEGAN,1,PLASTIC,CONVENTIONAL POSITIONING GROUP,UNKNOWN,RF JUICE - ORANGE - NOT FROM CONCENTRATE,SUBCATEGORY NOT CODED,52,REFRIGERATED,802023.3,195072.68,54.73846154,57.72,57.72,4.111407605,43.5,25.52655098,6.208713276
REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,SUJA,NO ALTERNATIVE SWEETENER PRESENCE,NATURAL - STANDARDS,CERTIFIED HOWGOOD RATING - BEST,CERTIFIED NON-GMO PROJECT VERIFIED,SUJA LIFE LLC,46,NOT FAIR-TRADE,VEGETABLE  - OTHER,SUBCATEGORY NOT CODED,NOT GRAB N GO,LABELED GLUTEN FREE,LABELED NON-GMO PRODUCT CLAIM,LABELED ORGANIC 95-99%,UNKNOWN,1,PLASTIC,NATURAL POSITIONING GROUP,NOT PREBIOTIC OR PROBIOTIC,RF JUICE - FRUIT & VEG BLEND,RAW POSITIONED,46,REFRIGERATED,793483.57,80659.3,39.75384615,43.84,43.84,9.837471562,29.79,36.87753179,3.748679887
